,id,date_recorded,gps_height,longitude,latitude,basin,public_meeting,scheme_management,construction_year,extraction_type_class,management,payment_type,water_quality,quantity,source,source_class,waterpoint_type,year_recorded,date_recordedMonth,date_recordedElapsed,population_log,age
12797,3420,2013-06-03 00:00:00,507.0,38.08,-4.4821635,Pangani,1,Water authority,2013.0,gravity,vwc,on failure,soft,enough,river,surface,communal standpipe,2013,6,882,5.308267697401205,0.0
12798,49412,2013-03-23 00:00:00,1218.0,37.91,-4.42441256,Pangani,1,Water authority,2002.0,gravity,vwc,never pay,soft,enough,spring,groundwater,communal standpipe,2013,3,810,4.948759890378168,11.0
12799,54054,2011-07-22 00:00:00,796.5,33.68,-9.49279295,Lake Nyasa,1,VWC,2000.0,gravity,vwc,monthly,soft,enough,spring,groundwater,communal standpipe,2011,7,200,5.225746673713202,11.0
12800,34444,2011-04-07 00:00:00,1584.2727272727273,34.38,-8.70381829,Rufiji,0,Water Board,2004.0,gravity,water board,never pay,coloured,seasonal,river,surface,communal standpipe,2011,4,94,6.175867270105761,7.0
12801,39470,2013-02-28 00:00:00,1284.0,37.41,-3.3015998,Pangani,1,VWC,1975.0,gravity,vwc,unknown,soft,enough,spring,groundwater,communal standpipe,2013,2,787,4.02535169073515,38.0
12802,23901,2011-03-14 00:00:00,906.7216543927836,35.26,-5.5650904,Internal,1,VWC,2000.0,motorpump,vwc,per bucket,salty,enough,machine dbh,groundwater,communal standpipe multiple,2011,3,70,5.111987788356544,11.0
12803,66573,2013-03-23 00:00:00,1151.0,37.55,-3.31506147,Pangani,0,VWC,1972.0,gravity,vwc,never pay,soft,insufficient,spring,groundwater,communal standpipe multiple,2013,3,810,0.6931471805599453,41.0
12804,57779,2013-02-06 00:00:00,1251.0,30.55,-3.60465576,Lake Tanganyika,1,VWC,2001.0,gravity,vwc,unknown,soft,enough,spring,groundwater,improved spring,2013,2,765,5.484796933490655,12.0
12805,40835,2011-02-28 00:00:00,13.0,38.24,-7.77429155,Rufiji,1,VWC,2010.0,motorpump,vwc,per bucket,soft,enough,machine dbh,groundwater,communal standpipe multiple,2011,2,56,0.6931471805599453,1.0
12806,50316,2012-10-26 00:00:00,1650.5,32.94,-5.707111599999998,Lake Tanganyika,1,VWC,1986.0,handpump,vwc,never pay,salty,enough,shallow well,groundwater,hand pump,2012,10,662,7.026426808699636,26.0
12807,37342,2013-01-21 00:00:00,490.0,39.37,-10.89068726,Ruvuma / Southern Coast,1,VWC,1997.0,gravity,vwc,per bucket,soft,insufficient,spring,groundwater,communal standpipe,2013,1,749,5.707110264748875,16.0
12808,5566,2011-03-27 00:00:00,1065.3333333333333,37.87,-5.41386162,Pangani,1,VWC,2008.0,submersible,vwc,per bucket,soft,insufficient,dam,surface,communal standpipe,2011,3,83,0.6931471805599453,3.0
12809,60737,2013-04-04 00:00:00,1258.0,37.34,-3.26370866,Pangani,0,VWC,1972.0,gravity,vwc,never pay,soft,insufficient,spring,groundwater,other,2013,4,822,0.6931471805599453,41.0
12810,57943,2011-08-06 00:00:00,814.1803278688525,32.82,-8.81686316,Lake Rukwa,0,VWC,1998.0,gravity,vwc,never pay,soft,enough,spring,groundwater,other,2011,8,215,5.598421958998375,13.0
12811,66476,2013-01-21 00:00:00,317.0,39.49,-10.78324173,Ruvuma / Southern Coast,1,VWC,2008.0,submersible,vwc,monthly,soft,seasonal,machine dbh,groundwater,communal standpipe,2013,1,749,0.6931471805599453,5.0
12812,59939,2011-07-23 00:00:00,1085.279761904762,33.54,-9.15937954,Lake Nyasa,1,VWC,2000.0,gravity,vwc,never pay,soft,enough,spring,groundwater,communal standpipe,2011,7,201,3.713572066704308,11.0
12813,72408,2013-02-12 00:00:00,1250.0,30.9,-3.20988449,Lake Tanganyika,1,VWC,2010.0,gravity,vwc,unknown,soft,insufficient,river,surface,communal standpipe,2013,2,771,5.198497031265826,3.0
12814,11873,2013-02-25 00:00:00,1673.0,37.54,-2.97303002,Internal,1,Company,2000.0,gravity,company,monthly,soft,enough,spring,groundwater,communal standpipe,2013,2,784,0.6931471805599453,13.0
12815,48702,2013-06-03 00:00:00,1526.0,37.14,-3.2022285,Pangani,1,Water Board,1999.0,gravity,water board,per bucket,soft,enough,spring,groundwater,communal standpipe,2013,6,882,3.258096538021482,14.0
12816,7015,2011-07-20 00:00:00,1155.0,33.18,-2.1312142999999995,Lake Victoria,1,other,2004.0,handpump,vwc,on failure,salty,seasonal,shallow well,groundwater,hand pump,2011,7,198,6.398594934535208,7.0
12817,12932,2013-02-27 00:00:00,1283.0,37.18,-3.23094691,Pangani,1,Water Board,1999.0,gravity,water board,per bucket,soft,enough,spring,groundwater,communal standpipe,2013,2,786,4.02535169073515,14.0
12818,28055,2011-07-04 00:00:00,1688.0,34.65,-9.08180088,Rufiji,1,WUA,1978.0,gravity,wua,monthly,soft,seasonal,river,surface,communal standpipe,2011,7,182,4.189654742026425,33.0
12819,36746,2011-03-13 00:00:00,1894.0,34.51,-9.23842032,Rufiji,1,VWC,2010.0,gravity,vwc,on failure,soft,enough,spring,groundwater,communal standpipe,2011,3,69,3.713572066704308,1.0
12820,70432,2013-01-22 00:00:00,1598.0,29.75,-4.54119135,Lake Tanganyika,1,VWC,2007.0,gravity,vwc,unknown,soft,enough,spring,groundwater,improved spring,2013,1,750,5.375278407684165,6.0
12821,32209,2011-08-18 00:00:00,1620.0,32.03,-8.51563537,Lake Rukwa,1,VWC,1972.0,gravity,vwc,never pay,soft,enough,river,surface,communal standpipe,2011,8,227,5.860786223465865,39.0
12822,65582,2011-04-11 00:00:00,741.0055899295455,35.87,-6.08007053,Wami / Ruvu,1,VWC,2000.0,motorpump,vwc,per bucket,soft,dry,machine dbh,groundwater,communal standpipe multiple,2011,4,98,4.51085950651685,11.0
12823,32082,2011-08-12 00:00:00,1298.224582503464,33.35,-2.86247984,Lake Victoria,1,VWC,1990.0,other,vwc,never pay,soft,enough,shallow well,groundwater,other,2011,8,221,6.398594934535208,21.0
12824,62792,2013-06-03 00:00:00,1251.0,37.15,-3.24008274,Pangani,1,Water Board,1999.0,gravity,water board,per bucket,soft,enough,spring,groundwater,communal standpipe,2013,6,882,4.110873864173311,14.0
12825,45653,2013-03-12 00:00:00,1435.0,36.41,-3.71898845,Pangani,0,Parastatal,2000.0,other,parastatal,never pay,soft,seasonal,rainwater harvesting,surface,communal standpipe,2013,3,799,0.6931471805599453,13.0
12826,2961,2013-01-23 00:00:00,1267.6906474820144,32.68,-4.15495585,Lake Tanganyika,0,VWC,2003.0,handpump,vwc,never pay,salty,enough,shallow well,groundwater,hand pump,2013,1,751,4.948759890378168,10.0
12827,865,2011-04-15 00:00:00,600.3,36.98,-6.1387468,Wami / Ruvu,1,VWC,2006.0,submersible,vwc,per bucket,salty,enough,machine dbh,groundwater,communal standpipe,2011,4,102,4.51085950651685,5.0
12828,73028,2011-02-24 00:00:00,-19.0,39.4,-7.10183134,Wami / Ruvu,1,VWC,2008.0,other,vwc,never pay,soft,dry,shallow well,groundwater,other,2011,2,52,6.329720905522696,3.0
12829,62864,2011-03-17 00:00:00,-23.0,38.72,-6.64885034,Wami / Ruvu,1,VWC,2006.0,submersible,vwc,per bucket,soft,enough,river,surface,communal standpipe,2011,3,73,2.772588722239781,5.0
12830,66136,2011-07-20 00:00:00,849.3025054466231,32.88,-9.00027581,Lake Rukwa,1,VWC,1998.0,handpump,vwc,on failure,soft,enough,shallow well,groundwater,hand pump,2011,7,198,4.948759890378168,13.0
12831,48998,2013-03-18 00:00:00,953.0,37.11,-3.31580692,Pangani,1,Trust,2008.0,handpump,trust,never pay,salty,enough,machine dbh,groundwater,hand pump,2013,3,805,0.6931471805599453,5.0
12832,48514,2011-02-03 00:00:00,404.0,37.31,-6.71356207,Wami / Ruvu,1,VWC,2003.0,submersible,wug,monthly,soft,insufficient,machine dbh,groundwater,communal standpipe,2011,2,31,5.707110264748875,8.0
12833,15090,2011-07-29 00:00:00,1023.7222222222222,30.6,-2.49117443,Lake Victoria,1,VWC,2002.0,other,vwc,never pay,soft,enough,shallow well,groundwater,other,2011,7,207,4.564348191467836,9.0
12834,62509,2012-11-13 00:00:00,1129.291844892221,34.01,-3.48213858,Internal,1,WUG,1994.0,gravity,wug,other,soft,seasonal,rainwater harvesting,surface,communal standpipe,2012,11,680,4.477336814478207,18.0
12835,17001,2011-03-29 00:00:00,893.4109502479603,35.42,-5.22370531,Internal,1,VWC,1997.0,motorpump,vwc,per bucket,salty abandoned,enough,machine dbh,groundwater,communal standpipe multiple,2011,3,85,4.110873864173311,14.0
12836,16442,2013-01-13 00:00:00,1586.0,34.98,-4.54686252,Internal,1,VWC,2010.0,submersible,vwc,unknown,unknown,unknown,machine dbh,groundwater,communal standpipe,2013,1,741,0.6931471805599453,3.0
12837,32264,2012-10-29 00:00:00,1284.0,34.17,-1.36043063,Lake Victoria,1,other,1993.0,handpump,private operator,unknown,salty,enough,shallow well,groundwater,hand pump,2012,10,665,6.398594934535208,19.0
12838,25727,2013-03-12 00:00:00,27.0,39.16,-6.98174388,Wami / Ruvu,1,Private operator,2010.0,submersible,private operator,per bucket,soft,enough,machine dbh,groundwater,communal standpipe,2013,3,799,4.61512051684126,3.0
12839,19946,2013-01-24 00:00:00,1408.0,34.81,-4.10367353,Internal,1,VWC,1970.0,handpump,vwc,never pay,soft,enough,machine dbh,groundwater,hand pump,2013,1,752,5.940171252720432,43.0
12840,2067,2011-08-05 00:00:00,1028.2473569739955,33.56,-9.09259799,Lake Nyasa,1,VWC,1999.0,gravity,vwc,never pay,soft,enough,spring,groundwater,communal standpipe,2011,8,214,5.017279836814924,12.0
12841,7533,2012-10-21 00:00:00,1112.8548387096773,34.25,-7.211364430561799,Lake Victoria,1,WUG,1987.0,handpump,wug,annually,salty abandoned,enough,shallow well,groundwater,hand pump,2012,10,657,4.330733340286331,25.0
12842,65221,2011-04-14 00:00:00,961.4182256999335,33.85,-8.82252808,Rufiji,1,WUA,1998.0,gravity,wua,monthly,soft,insufficient,river,surface,communal standpipe,2011,4,101,4.894101477840304,13.0
12843,54802,2013-02-27 00:00:00,1191.0,37.27,-5.38839973,Pangani,1,VWC,1970.0,gravity,vwc,never pay,soft,dry,spring,groundwater,communal standpipe,2013,2,786,5.707110264748875,43.0
12844,71245,2013-01-29 00:00:00,1133.0,29.98,-4.84138483,Lake Tanganyika,1,Water authority,2011.0,gravity,water board,monthly,soft,enough,river,surface,communal standpipe,2013,1,757,5.442417710521793,2.0
12845,56479,2013-02-27 00:00:00,1439.0,34.58,-1.91241822,Lake Victoria,1,Other,1993.0,handpump,wug,never pay,soft,insufficient,shallow well,groundwater,hand pump,2013,2,786,6.2166061010848646,20.0
12846,25532,2012-10-18 00:00:00,1436.0,34.41,-1.3058758999999998,Lake Victoria,0,other,1998.0,handpump,unknown,unknown,soft,enough,shallow well,groundwater,hand pump,2012,10,654,5.993961427306569,14.0
12847,52859,2013-02-14 00:00:00,536.0,36.89,-11.45539778,Ruvuma / Southern Coast,1,VWC,2006.0,handpump,vwc,per bucket,soft,enough,machine dbh,groundwater,hand pump,2013,2,773,0.6931471805599453,7.0
12848,26502,2011-03-15 00:00:00,2166.0,34.56,-9.33539855,Lake Nyasa,1,VWC,2000.0,gravity,vwc,never pay,soft,enough,spring,groundwater,communal standpipe,2011,3,71,4.110873864173311,11.0
12849,15117,2011-03-16 00:00:00,672.5217391304348,38.81,-4.86813804,Pangani,1,Private operator,1982.0,gravity,private operator,monthly,soft,insufficient,spring,groundwater,communal standpipe,2011,3,72,0.6931471805599453,29.0
12850,62162,2013-03-13 00:00:00,1471.0,34.93,-11.10952836,Ruvuma / Southern Coast,1,VWC,2007.0,gravity,vwc,unknown,soft,enough,spring,groundwater,communal standpipe,2013,3,800,4.574710978503383,6.0
12851,24291,2013-01-19 00:00:00,-26.0,39.64,-10.04944624,Ruvuma / Southern Coast,1,other,2008.0,other,vwc,monthly,soft,enough,machine dbh,groundwater,other,2013,1,747,5.993961427306569,5.0
12852,51849,2013-02-12 00:00:00,908.0,35.98,-10.59752028,Rufiji,1,WUG,2009.0,other,wug,on failure,soft,enough,shallow well,groundwater,other,2013,2,771,4.795790545596741,4.0
12853,36701,2011-02-28 00:00:00,1413.0,35.85,-7.70996667,Rufiji,1,VWC,1984.0,gravity,vwc,annually,soft,enough,river,surface,communal standpipe,2011,2,56,3.9318256327243257,27.0
12854,20985,2013-11-03 00:00:00,713.0,37.51,-3.44738349,Pangani,1,Water Board,2008.0,gravity,water board,per bucket,soft,enough,spring,groundwater,communal standpipe,2013,11,1035,0.6931471805599453,5.0
12855,19748,2011-01-03 00:00:00,1644.0,34.91,-8.96075658,Rufiji,1,VWC,2006.0,gravity,vwc,monthly,soft,enough,spring,groundwater,communal standpipe,2011,1,0,4.394449154672439,5.0
12856,37505,2011-04-17 00:00:00,1084.7153846153847,36.05,-4.86303478,Internal,1,VWC,1998.0,gravity,vwc,never pay,soft,enough,spring,groundwater,communal standpipe,2011,4,104,5.351858133476067,13.0
12857,11439,2013-02-22 00:00:00,699.0,37.3,-3.57437901,Pangani,1,VWC,1977.0,gravity,vwc,monthly,soft,insufficient,spring,groundwater,communal standpipe,2013,2,781,5.017279836814924,36.0
12858,14217,2011-03-18 00:00:00,1604.0,34.93,-8.68102955,Rufiji,1,VWC,2000.0,gravity,vwc,annually,soft,enough,spring,groundwater,communal standpipe,2011,3,74,5.303304908059076,11.0
12859,36525,2013-03-01 00:00:00,804.0,36.04,-10.68948345,Ruvuma / Southern Coast,1,VWC,2005.0,gravity,parastatal,on failure,soft,insufficient,river,surface,communal standpipe,2013,3,788,5.707110264748875,8.0
12860,63725,2011-03-14 00:00:00,295.0,36.14,-8.92850762,Rufiji,1,VWC,1974.0,gravity,vwc,never pay,soft,dry,river,surface,communal standpipe,2011,3,70,0.6931471805599453,37.0
12861,37482,2012-10-29 00:00:00,1176.0,33.86,-1.53877394,Lake Victoria,1,VWC,1985.0,gravity,vwc,unknown,soft,enough,lake,surface,communal standpipe multiple,2012,10,665,5.860786223465865,27.0
12862,21715,2013-02-25 00:00:00,1600.0,35.51,-4.24535247,Internal,1,Water Board,2012.0,gravity,water board,per bucket,soft,insufficient,spring,groundwater,communal standpipe multiple,2013,2,784,6.111467339502679,1.0
12863,72903,2013-02-04 00:00:00,551.0,37.45,-11.13996066,Ruvuma / Southern Coast,1,VWC,1998.0,other,vwc,per bucket,soft,enough,machine dbh,groundwater,hand pump,2013,2,763,0.6931471805599453,15.0
12864,38794,2012-10-25 00:00:00,1562.0,34.72,-1.78362078,Lake Victoria,1,VWC,1996.0,handpump,vwc,never pay,soft,insufficient,shallow well,groundwater,hand pump,2012,10,661,5.707110264748875,16.0
12865,30054,2013-02-22 00:00:00,1102.0,37.15,-3.5707371,Pangani,1,VWC,2006.0,gravity,vwc,per bucket,soft,enough,machine dbh,groundwater,communal standpipe,2013,2,781,5.303304908059076,7.0
12866,65097,2011-03-09 00:00:00,792.95,35.56,-6.41795446,Internal,1,VWC,1998.0,motorpump,vwc,per bucket,soft,enough,machine dbh,groundwater,communal standpipe,2011,3,65,5.803627809625917,13.0
12867,41517,2013-02-05 00:00:00,1707.0,35.19,-4.18155166,Internal,1,Parastatal,1998.0,handpump,parastatal,never pay,soft,enough,machine dbh,groundwater,hand pump,2013,2,764,5.940171252720432,15.0
12868,14239,2011-04-01 00:00:00,997.6701101928375,33.35,-9.49944707,Lake Nyasa,1,VWC,2004.0,gravity,vwc,unknown,unknown,dry,spring,groundwater,communal standpipe,2011,4,88,5.303304908059076,7.0
12869,48270,2012-10-17 00:00:00,1147.8289494584812,33.09,-4.19585866,Internal,0,VWC,1997.0,handpump,vwc,never pay,soft,seasonal,shallow well,groundwater,hand pump,2012,10,653,5.170483995038151,15.0
12870,67159,2011-03-21 00:00:00,145.0,37.97,-7.07748917,Wami / Ruvu,1,VWC,1997.0,handpump,vwc,on failure,unknown,seasonal,shallow well,groundwater,hand pump,2011,3,77,5.707110264748875,14.0
12871,29086,2013-01-22 00:00:00,1449.0,30.55,-5.80808477,Lake Tanganyika,1,Water authority,1985.0,other,water authority,never pay,soft,enough,machine dbh,groundwater,hand pump,2013,1,750,5.929589143389895,28.0
12872,26104,2011-03-29 00:00:00,367.0,38.33,-5.0695377,Pangani,1,VWC,2004.0,handpump,vwc,never pay,soft,enough,shallow well,groundwater,hand pump,2011,3,85,5.707110264748875,7.0
12873,11498,2011-07-13 00:00:00,1152.0401960784313,31.2,-3.03707305,Lake Tanganyika,1,VWC,2000.0,gravity,vwc,per bucket,soft,enough,spring,groundwater,communal standpipe multiple,2011,7,191,5.017279836814924,11.0
12874,44768,2013-02-07 00:00:00,1886.4545454545457,32.64,-3.86068082,Lake Victoria,1,other,2000.0,other,private operator,unknown,soft,insufficient,shallow well,groundwater,other,2013,2,766,3.979681653901961,13.0
12875,19116,2013-02-04 00:00:00,1810.0,37.88,-4.19108572,Pangani,1,Water authority,1982.0,gravity,vwc,never pay,soft,enough,spring,groundwater,improved spring,2013,2,763,4.394449154672439,31.0
12876,15023,2013-02-06 00:00:00,1608.0,29.78,-4.41743334,Lake Tanganyika,1,Water authority,1996.0,other,vwc,never pay,soft,enough,spring,groundwater,improved spring,2013,2,765,6.769641976852503,17.0
12877,40676,2011-03-18 00:00:00,1957.0,34.77,-9.72364017,Lake Nyasa,1,VWC,2004.0,gravity,vwc,annually,soft,enough,spring,groundwater,communal standpipe,2011,3,74,4.543294782270004,7.0
12878,8210,2011-02-27 00:00:00,156.0,38.46,-6.3569736,Wami / Ruvu,1,VWC,2010.0,gravity,vwc,never pay,soft,enough,dam,surface,communal standpipe,2011,2,55,6.692083742506628,1.0
12879,33076,2013-02-21 00:00:00,915.0,36.93,-3.60418821,Pangani,1,other,2007.0,handpump,wug,unknown,salty,enough,shallow well,groundwater,hand pump,2013,2,780,5.303304908059076,6.0
12880,56754,2011-03-22 00:00:00,963.25,37.15,-6.06778553,Wami / Ruvu,1,VWC,1995.0,other,vwc,annually,salty,insufficient,shallow well,groundwater,other,2011,3,78,6.2166061010848646,16.0
12881,30889,2013-03-16 00:00:00,82.0,39.08,-6.99004232,Wami / Ruvu,1,Private operator,2010.0,submersible,private operator,per bucket,salty abandoned,enough,machine dbh,groundwater,communal standpipe,2013,3,803,5.5254529391317835,3.0
12882,46522,2013-02-16 00:00:00,1564.0,35.49,-4.45111604,Internal,1,VWC,2004.0,gravity,vwc,never pay,soft,insufficient,spring,groundwater,communal standpipe,2013,2,775,6.26530121273771,9.0
12883,11557,2011-03-22 00:00:00,299.0,37.0,-7.59770317,Rufiji,1,VWC,2011.0,gravity,wug,on failure,coloured,enough,river,surface,communal standpipe,2011,3,78,4.51085950651685,0.0
12884,27438,2013-06-03 00:00:00,1312.0,36.9,-3.32818799,Pangani,1,VWC,2002.0,gravity,vwc,unknown,fluoride,insufficient,spring,groundwater,communal standpipe,2013,6,882,4.59511985013459,11.0
12885,4104,2013-02-04 00:00:00,1082.0,31.04,-5.01420274,Lake Tanganyika,0,VWC,2005.0,other,vwc,unknown,soft,dry,shallow well,groundwater,other,2013,2,763,5.442417710521793,8.0
12886,65080,2011-08-08 00:00:00,1101.7349531319744,33.56,-2.78104886,Lake Victoria,1,VWC,2000.0,handpump,vwc,never pay,soft,enough,shallow well,groundwater,hand pump,2011,8,217,5.442417710521793,11.0
12887,69215,2011-03-26 00:00:00,339.0,38.37,-5.20753071,Pangani,0,VWC,1976.0,submersible,vwc,per bucket,soft,enough,river,surface,communal standpipe,2011,3,82,4.61512051684126,35.0
12888,36505,2012-10-23 00:00:00,1231.9029403791544,32.62,-5.11894553,Lake Tanganyika,1,VWC,2000.0,motorpump,vwc,monthly,soft,insufficient,machine dbh,groundwater,communal standpipe,2012,10,659,5.017279836814924,12.0
12889,9490,2011-03-16 00:00:00,566.0,37.3,-7.17066586,Wami / Ruvu,1,VWC,1981.0,other,vwc,never pay,soft,enough,shallow well,groundwater,other,2011,3,72,4.795790545596741,30.0
12890,20545,2011-07-11 00:00:00,1588.3662280701753,33.82,-9.12931214,Lake Nyasa,1,VWC,1998.0,gravity,vwc,never pay,soft,enough,river,surface,communal standpipe,2011,7,189,5.111987788356544,13.0
12891,26335,2013-03-08 00:00:00,998.0,35.78,-3.99944165,Internal,1,Water Board,1984.0,gravity,water board,per bucket,soft,insufficient,river,surface,communal standpipe,2013,3,795,5.5053315359323625,29.0
12892,20696,2013-12-03 00:00:00,1194.0,37.21,-3.25894402,Pangani,1,Water Board,1999.0,gravity,water board,per bucket,soft,enough,spring,groundwater,communal standpipe,2013,12,1065,3.9318256327243257,14.0
12893,38555,2011-08-08 00:00:00,1313.1594725980576,32.73,-8.88110185,Lake Rukwa,0,VWC,2003.0,other,vwc,never pay,soft,seasonal,shallow well,groundwater,other,2011,8,217,5.339939041238856,8.0
12894,62469,2011-04-10 00:00:00,885.3821656050956,34.02,-8.851907699999998,Rufiji,1,VWC,1997.0,gravity,vwc,never pay,soft,seasonal,river,surface,communal standpipe,2011,4,97,5.017279836814924,14.0
12895,52442,2012-10-22 00:00:00,1520.0,34.01,-1.7254229,Lake Victoria,1,VWC,1976.0,gravity,vwc,unknown,soft,enough,lake,surface,communal standpipe multiple,2012,10,658,5.771441123130016,36.0
12896,39356,2011-02-28 00:00:00,1936.0,34.22,-9.42742507,Lake Nyasa,1,VWC,2010.0,gravity,vwc,never pay,soft,enough,spring,groundwater,communal standpipe,2011,2,56,4.394449154672439,1.0
12897,57625,2011-02-28 00:00:00,16.0,38.24,-7.77124796,Rufiji,1,VWC,2010.0,motorpump,vwc,per bucket,soft,insufficient,machine dbh,groundwater,communal standpipe multiple,2011,2,56,0.6931471805599453,1.0
12898,51228,2013-01-18 00:00:00,79.0,39.35,-8.79801342,Ruvuma / Southern Coast,1,VWC,2004.0,submersible,vwc,per bucket,soft,enough,machine dbh,groundwater,communal standpipe,2013,1,746,6.0844994130751715,9.0
12899,22062,2011-08-02 00:00:00,1044.1290322580646,30.48,-2.83505002,Lake Victoria,1,VWC,1996.0,handpump,vwc,never pay,soft,enough,shallow well,groundwater,hand pump,2011,8,211,4.875197323201151,15.0
12900,3390,2013-01-29 00:00:00,198.0,39.78,-10.73772158,Ruvuma / Southern Coast,1,Water Board,1982.0,submersible,vwc,never pay,soft,dry,machine dbh,groundwater,communal standpipe,2013,1,757,5.860786223465865,31.0
12901,52933,2013-02-12 00:00:00,704.0,37.55,-3.54683382,Pangani,1,WUA,2009.0,submersible,wua,monthly,soft,insufficient,machine dbh,groundwater,communal standpipe,2013,2,771,6.111467339502679,4.0
12902,64378,2011-09-03 00:00:00,1540.0,34.92,-8.91981812,Rufiji,1,VWC,2009.0,handpump,vwc,on failure,soft,enough,hand dtw,groundwater,hand pump,2011,9,243,3.58351893845611,2.0
12903,27382,2011-03-28 00:00:00,793.0,37.43,-5.92473837,Wami / Ruvu,1,VWC,1970.0,gravity,vwc,never pay,soft,insufficient,river,surface,communal standpipe,2011,3,84,3.4339872044851463,41.0
12904,24366,2011-04-15 00:00:00,1544.5,33.06,-9.09444763,Lake Rukwa,1,VWC,2000.0,handpump,vwc,on failure,soft,dry,shallow well,groundwater,hand pump,2011,4,102,4.02535169073515,11.0
12905,584,2011-02-20 00:00:00,2124.0,34.13,-9.28398647,Lake Nyasa,1,VWC,2006.0,gravity,vwc,monthly,soft,insufficient,spring,groundwater,communal standpipe,2011,2,48,5.2390980068880655,5.0
12906,29605,2011-07-29 00:00:00,1674.0,31.27,-7.91164245,Lake Rukwa,1,VWC,2003.0,handpump,vwc,annually,salty,enough,machine dbh,groundwater,hand pump,2011,7,207,0.6931471805599453,8.0
12907,47843,2011-06-04 00:00:00,1784.0,34.74,-9.08437318,Rufiji,1,VWC,2010.0,rope pump,vwc,on failure,soft,enough,hand dtw,groundwater,hand pump,2011,6,152,4.07753744390572,1.0
12908,32981,2012-11-15 00:00:00,1790.5,34.27,-3.03004053,Lake Victoria,1,WUG,1987.0,handpump,wug,never pay,soft,enough,shallow well,groundwater,hand pump,2012,11,682,6.8885724595653635,25.0
12909,23712,2011-03-18 00:00:00,538.0,36.92,-7.14138459,Wami / Ruvu,1,VWC,2010.0,handpump,vwc,never pay,salty,enough,shallow well,groundwater,hand pump,2011,3,74,4.61512051684126,1.0
12910,36757,2011-08-01 00:00:00,1149.0,33.15,-1.92577997,Lake Victoria,1,other,2011.0,handpump,vwc,never pay,soft,insufficient,shallow well,groundwater,hand pump,2011,8,210,5.860786223465865,0.0
12911,2505,2011-03-10 00:00:00,305.0,35.87,-8.70245743,Rufiji,1,other,1996.0,handpump,vwc,never pay,soft,seasonal,shallow well,groundwater,hand pump,2011,3,66,5.017279836814924,15.0
12912,56157,2013-02-07 00:00:00,1453.0,29.93,-4.44847826,Lake Tanganyika,1,Water authority,1990.0,gravity,vwc,monthly,soft,insufficient,river,surface,communal standpipe,2013,2,766,5.916202062607435,23.0
12913,62541,2011-03-21 00:00:00,307.0,37.0,-7.59757438,Rufiji,1,VWC,2011.0,gravity,wug,on failure,soft,enough,river,surface,communal standpipe,2011,3,77,3.9318256327243257,0.0
12914,48317,2013-02-01 00:00:00,1147.8289494584812,33.09,-4.77723988,Lake Tanganyika,1,VWC,1997.0,other,vwc,never pay,soft,seasonal,shallow well,groundwater,other,2013,2,760,5.170483995038151,16.0
12915,33697,2011-06-03 00:00:00,1443.0,35.04,-8.82701333,Rufiji,1,VWC,2010.0,handpump,vwc,monthly,soft,enough,hand dtw,groundwater,hand pump,2011,6,151,4.394449154672439,1.0
12916,23739,2011-03-08 00:00:00,331.0,37.61,-6.13941845,Wami / Ruvu,1,VWC,2010.0,other,vwc,never pay,salty,insufficient,shallow well,groundwater,other,2011,3,64,3.4339872044851463,1.0
12917,38956,2011-04-04 00:00:00,1050.0891284184102,33.46,-8.76510008,Lake Rukwa,1,VWC,2000.0,gravity,wug,monthly,soft,enough,river,surface,communal standpipe,2011,4,91,5.178970608915471,11.0
12918,47565,2013-03-14 00:00:00,936.0,36.84,-3.56475913,Pangani,1,VWC,1970.0,handpump,vwc,per bucket,soft,enough,spring,groundwater,communal standpipe,2013,3,801,5.707110264748875,43.0
12919,22228,2013-01-25 00:00:00,409.0,38.65,-10.72702071,Ruvuma / Southern Coast,1,VWC,1981.0,motorpump,vwc,unknown,salty,enough,machine dbh,groundwater,communal standpipe multiple,2013,1,753,0.6931471805599453,32.0
12920,46096,2011-02-23 00:00:00,1717.0,35.42,-8.11286327,Rufiji,1,VWC,2008.0,gravity,vwc,annually,soft,enough,spring,groundwater,communal standpipe,2011,2,51,4.948759890378168,3.0
12921,71805,2011-08-01 00:00:00,1336.25,32.41,-2.54941691,Lake Victoria,1,VWC,1997.0,handpump,vwc,unknown,soft,enough,shallow well,groundwater,hand pump,2011,8,210,5.839187111662404,14.0
12922,37621,2011-03-16 00:00:00,1157.0,35.08,-9.87875421,Lake Nyasa,1,VWC,1986.0,gravity,vwc,monthly,soft,enough,spring,groundwater,communal standpipe,2011,3,72,5.017279836814924,25.0
12923,58278,2013-03-02 00:00:00,1300.0,36.85,-5.93964563,Wami / Ruvu,1,VWC,2010.0,submersible,vwc,never pay,salty,enough,machine dbh,groundwater,communal standpipe multiple,2013,3,789,5.5254529391317835,3.0
12924,11057,2011-06-07 00:00:00,1252.0,35.24,-9.10280725,Rufiji,1,VWC,1986.0,gravity,vwc,annually,soft,enough,river,surface,communal standpipe,2011,6,155,4.02535169073515,25.0
12925,29557,2011-08-04 00:00:00,1134.6633586485461,30.76,-2.53229635,Lake Victoria,1,VWC,2001.0,handpump,vwc,never pay,soft,enough,shallow well,groundwater,hand pump,2011,8,213,5.707110264748875,10.0
